,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
4306,0,Tablets should replace textbooks in K-12 schools,"A good 81% of K-12 teachers believe when it is said ""tablets enrich classroom education.""",0,tablets,tablets,"[0, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,k-12 schools,teachers,"[5, 6, -1, -1, -1]","[5, -1, -1, -1, -1]"
4307,0,Tablets should replace textbooks in K-12 schools,High-level education officials support tablets over textbooks.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,tablets,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
4308,0,Tablets should replace textbooks in K-12 schools,High-level education likes the use of tablets over textbooks. ,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,textbooks,use,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
4309,0,Tablets should replace textbooks in K-12 schools,Tablets may be too difficult for less-technologically-savvy students to operate.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,students,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4310,0,Tablets should replace textbooks in K-12 schools,Not all students are tech savvy enough to operate a tablet.,0,tablets,tablet,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,tablets,tablet,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,textbooks,students,"[3, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
4311,0,Tablets should replace textbooks in K-12 schools,Tablets may be too difficult for less technologically savvy students,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,k-12 schools,students,"[5, 6, -1, -1, -1]","[9, -1, -1, -1, -1]"
4312,0,Tablets should replace textbooks in K-12 schools,Tablets increase the number of excuses available for students not doing their schoolwork.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,schoolwork,"[3, -1, -1, -1, -1]","[12, -1, -1, -1, -1]"
4313,0,Tablets should replace textbooks in K-12 schools,Students may increase the number of excuses for not doing their schoolwork if tablets replace textbooks.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[15, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,textbooks,tablets,"[3, -1, -1, -1, -1]","[13, -1, -1, -1, -1]"
4314,0,Tablets should replace textbooks in K-12 schools,"If textbooks are replaced with tablets, students will come up with more excuses for not doing their schoolwork.",0,tablets,tablets students,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,tablets,tablets students,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,tablets,tablets students,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
4315,0,Tablets should replace textbooks in K-12 schools,Tablets increase the number of excuses,0,textbooks,excuses,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,excuses,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4316,0,Tablets should replace textbooks in K-12 schools,"People who read print text comprehend more, remember more, and learn more than those who read digital text.",0,textbooks,text,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,text,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,comprehend,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4317,0,Tablets should replace textbooks in K-12 schools,Students learn better from books than from screens.,0,textbooks,books,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,books,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,screens,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4318,0,Tablets should replace textbooks in K-12 schools,Tablets enable students to cut corners or cheat on schoolwork.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,schoolwork,"[3, -1, -1, -1, -1]","[9, -1, -1, -1, -1]"
4319,0,Tablets should replace textbooks in K-12 schools,Tablets pose greater risk to academic integrity than textbooks.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,integrity,"[3, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
4320,0,Tablets should replace textbooks in K-12 schools,Many textbooks are not available in digital format or on the specific tablet used by a school.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,tablets,tablet,"[0, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,textbooks,format,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4321,0,Tablets should replace textbooks in K-12 schools,There are many types of tablets and some do not have the textbooks needed in the school.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,textbooks,tablets,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4322,0,Tablets should replace textbooks in K-12 schools,"If tablets replace textbooks in K-12, there may be instances where the required textbook is not available.",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,textbooks,k-12,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4323,0,Tablets should replace textbooks in K-12 schools,Tablets help students learn more material faster.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,faster,"[3, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
4324,0,Tablets should replace textbooks in K-12 schools,Tablets increase student material absortion.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,absortion,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
4325,0,Tablets should replace textbooks in K-12 schools,Tablets cause students to learn material more quickly.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,material,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4326,0,Tablets should replace textbooks in K-12 schools,E-textbooks on tablets cost on average 50-60% less than print textbooks.,0,textbooks,print textbooks,"[3, -1, -1, -1, -1]","[9, 10, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,k-12 schools,print textbooks,"[5, 6, -1, -1, -1]","[9, 10, -1, -1, -1]"
4327,0,Tablets should replace textbooks in K-12 schools,There is a 50-60% cost reduction for getting books tablets than printing them physically.,0,tablets,books tablets,"[0, -1, -1, -1, -1]","[8, 9, -1, -1, -1]",0,tablets,books tablets,"[0, -1, -1, -1, -1]","[8, 9, -1, -1, -1]",0,k-12 schools,cost reduction,"[5, 6, -1, -1, -1]","[4, 5, -1, -1, -1]"
4328,0,Tablets should replace textbooks in K-12 schools,The cost of printing textbooks vs getting them on a tablet means there is a 50-60% reduction in price to get them on a tablet than printed.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,tablets,tablet,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
4329,0,Tablets should replace textbooks in K-12 schools,"On a tablet, e-textbooks can be updated instantly to get new editions or information.",0,tablets,tablet,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,tablets,tablet,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,textbooks,tablet,"[3, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
4330,0,Tablets should replace textbooks in K-12 schools,"Unlike textbooks, online texts are more easily updated.",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
4331,0,Tablets should replace textbooks in K-12 schools,New information is much easier to add to e-texts than traditional texts.,0,textbooks,texts,"[3, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,textbooks,texts,"[3, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,textbooks,texts,"[3, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
4332,0,Tablets should replace textbooks in K-12 schools,"Tablets can hold hundreds of textbooks on one device, plus homework, quizzes, and other files, eliminating the need for physical storage of books and classroom materials.",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4333,0,Tablets should replace textbooks in K-12 schools,"Tablets are able to store hundreds of textbooks on one single device, including homework, quizzes and files and it also takes away the need to have to store books and materials for the class physically.",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4334,0,Tablets should replace textbooks in K-12 schools,"It is possible for a tablet to hold hundreds of textbooks on one device itself, which includes homework, quizzes, files of other nature and helps to remove the need to physically store classroom materials and books.",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,tablets,tablet,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,textbooks,files,"[3, -1, -1, -1, -1]","[19, -1, -1, -1, -1]"
4335,0,Tablets should replace textbooks in K-12 schools,Tablets are more susceptible to theft than print textbooks.,0,textbooks,print textbooks,"[3, -1, -1, -1, -1]","[7, 8, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,print textbooks,"[3, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
4336,0,Tablets should replace textbooks in K-12 schools,Print textbooks are less likely to be stolen than tablets.,0,textbooks,print textbooks,"[3, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,textbooks,print textbooks,"[3, -1, -1, -1, -1]","[0, 1, -1, -1, -1]"
4337,0,Tablets should replace textbooks in K-12 schools,Tablets pose a greater risk to personal security as they are more prone to theft.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,security,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4338,0,Tablets should replace textbooks in K-12 schools,Students who own tablets purchase and read more books than those who read print books alone.,0,tablets,tablets purchase,"[0, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,tablets,tablets purchase,"[0, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,textbooks,tablets purchase,"[3, -1, -1, -1, -1]","[3, 4, -1, -1, -1]"
4339,0,Tablets should replace textbooks in K-12 schools,Tablets are shown to increase student reading.,0,textbooks,student reading,"[3, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,student reading,"[3, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
4340,0,Tablets should replace textbooks in K-12 schools,Students read more on tablets than on paper.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,textbooks,paper,"[3, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4341,0,Tablets should replace textbooks in K-12 schools,Manufacturing tablets is environmentally destructive and dangerous to human health.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,textbooks,tablets,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
4342,0,Tablets should replace textbooks in K-12 schools,Replacing textbooks with tablets can lead to dangerous consequences for human and environmental health.,0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,textbooks,textbooks,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
4343,0,Tablets should replace textbooks in K-12 schools,Tablets help to improve student achievement on standardized tests.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,student achievement,"[3, -1, -1, -1, -1]","[4, 5, -1, -1, -1]"
4344,0,Tablets should replace textbooks in K-12 schools,Tablets assist students in passing exams.,0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tablets,tablets,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,textbooks,exams,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
4345,0,Social networking sites are good for our society,Social media can lead to stress and offline relationship problems.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,relationship problems,"[7, -1, -1, -1, -1]","[8, 9, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4346,0,Social networking sites are good for our society,Social media sites often lead to relationship problems and other stress in real life.,0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4347,0,Social networking sites are good for our society,Social media has been linked to stress and problems in personal relationships in the real world.,0,society,relationships,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,society,relationships,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4348,0,Social networking sites are good for our society,"""Crowdsourcing"" and ""crowdfunding"" on social media allows people to collectively accomplish a goal.",0,society,people,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,goal,"[1, 2, -1, -1, -1]","[12, -1, -1, -1, -1]"
4349,0,Social networking sites are good for our society,"People can come together to accomplish a goal through ""crowdsourcing"" and ""crowdfunding"" on social media websites.",0,networking sites,media websites,"[1, 2, -1, -1, -1]","[14, 15, -1, -1, -1]",0,networking sites,media websites,"[1, 2, -1, -1, -1]","[14, 15, -1, -1, -1]",0,society,goal,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
4350,0,Social networking sites are good for our society,"""Crowdsourcing"" and ""crowdfunding"" via social media, allows people to assist in a worthy cause.",0,networking sites,cause,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,cause,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]"
4351,0,Social networking sites are good for our society,Much time can be wasted on social networking sites.,0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]"
4352,0,Social networking sites are good for our society,Social networking sites are a massive time drain.,0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4353,0,Social networking sites are good for our society,Social media can entice people to waste time.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4354,0,Social networking sites are good for our society,Social media tends to have people getting too immersed in it.,0,networking sites,media tends,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,networking sites,media tends,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4355,0,Social networking sites are good for our society,Employees should not waste time on social networking sites. ,0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]"
4356,0,Social networking sites are good for our society,Using social networking sites at workplaces wastes valuable amount of work-time. ,0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[2, 3, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[2, 3, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[2, 3, -1, -1, -1]"
4357,0,Social networking sites are good for our society,Soicial Networking Sites are a Time-Waster,0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,networking sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,time-waster,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]"
4358,0,Social networking sites are good for our society,Using social media can harm students' chances for college admission.,0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,society,college admission,"[7, -1, -1, -1, -1]","[8, 9, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]"
4359,0,Social networking sites are good for our society,Social media use can harm students' chances to be admitted to colleges,0,networking sites,media use,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,society,colleges,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,networking sites,media use,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4360,0,Social networking sites are good for our society,Social media can damage students' chances of admission to colleges,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,colleges,"[7, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4361,0,Social networking sites are good for our society,"Social media allows for quick, easy dissemination of public health and safety information from reputable sources.",0,networking sites,media allows,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,sources,"[1, 2, -1, -1, -1]","[15, -1, -1, -1, -1]",0,networking sites,media allows,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4362,0,Social networking sites are good for our society,Health and safety officers can quickly and easily provide important information to the public when needed.,0,society,public,"[7, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,society,public,"[7, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,networking sites,information,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4363,0,Social networking sites are good for our society,The public has a reliable source of essential public health and safety information through their social media accounts.,0,networking sites,media accounts,"[1, 2, -1, -1, -1]","[16, 17, -1, -1, -1]",0,networking sites,source,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]",0,networking sites,media accounts,"[1, 2, -1, -1, -1]","[16, 17, -1, -1, -1]"
4364,0,Social networking sites are good for our society,Children may endanger themselves by not understanding the public and viral nature of social media.,0,society,public,"[7, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,society,public,"[7, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[14, -1, -1, -1, -1]"
4365,0,Social networking sites are good for our society,There are many people who are endangering their future with social media.,0,society,people,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,society,media,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
4366,0,Social networking sites are good for our society,Social media sites help students do better at school.,0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4367,0,Social networking sites are good for our society,Using social media can improve students grades,0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,society,students grades,"[7, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]"
4368,0,Social networking sites are good for our society,students grades have gone up from social media,0,networking sites,media,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,students grades,"[7, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]"
4369,0,Social networking sites are good for our society,Students do better using social media sites.,0,networking sites,media sites,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]"
4370,0,Social networking sites are good for our society,Social media offers students a chance to do better in school.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,school,"[7, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4371,0,Social networking sites are good for our society,Social media spreads information faster than any other media.,0,networking sites,media spreads information,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]",0,networking sites,media spreads information,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]",0,networking sites,media spreads information,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]"
4372,0,Social networking sites are good for our society,Social media allows people to improve their relationships and make new friends.,0,society,relationships,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,relationships,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4373,0,Social networking sites are good for our society,social media help people find friends,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4374,0,Social networking sites are good for our society,people who may not have many friends can use social media to get more,0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4375,0,Social networking sites are good for our society,People can improve relationships and make new friends with social media.,0,society,relationships,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,society,relationships,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4376,0,Social networking sites are good for our society,Making new friends and improving relationships is a perk of social media.,0,society,relationships,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,society,relationships,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,society,media,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
4377,0,Social networking sites are good for our society,Social media sites' advertising practices may constitute an invasion of privacy.,0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]"
4378,0,Social networking sites are good for our society,Social media sites' advertising practices might invade peoples' privacy.,0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media sites advertising practices,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]"
4379,0,Social networking sites are good for our society,Social media sites can have advertising practices that are an invasion to privacy.,0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4380,0,Social networking sites are good for our society,Social media helps empower business women.,0,society,business women,"[7, -1, -1, -1, -1]","[4, 5, -1, -1, -1]",0,society,business women,"[7, -1, -1, -1, -1]","[4, 5, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4381,0,Social networking sites are good for our society,business women can improve their life by social media,0,networking sites,media,"[1, 2, -1, -1, -1]","[8, -1, -1, -1, -1]",0,society,business women,"[7, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[8, -1, -1, -1, -1]"
4382,0,Social networking sites are good for our society,Business women are empowered through social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,society,business women,"[7, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]"
4383,0,Social networking sites are good for our society,Social media allows business women to flourish.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,business women,"[7, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4384,0,Social networking sites are good for our society,"Social media can endanger the military, journalists, and activists.",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
